[<Product: Product Asin = B00008BKX5>, 1313020800, 5],[<Product: Product Asin = B0002JJU1Y>, 1404000000, 4],1.0
[<Product: Product Asin = B000RFUF12>, 1396828800, 5],[<Product: Product Asin = B000EH4V0Y>, 1396828800, 5],0.3238095238095238
[<Product: Product Asin = B000RGQ4Q6>, 1403049600, 5],[<Product: Product Asin = B00D8NAD1M>, 1403049600, 5],0.7238095238095238
[<Product: Product Asin = B000SQFD4O>, 1326240000, 5],[<Product: Product Asin = B000EXSER4>, 1326240000, 3],0.638095238095238
[<Product: Product Asin = B000UJG0LE>, 1397952000, 5],[<Product: Product Asin = B000B68V6I>, 1397952000, 5],0.7619047619047619
[<Product: Product Asin = B000UOBIZC>, 1393632000, 5],[<Product: Product Asin = B0028PJ10K>, 1393632000, 5],0.6761904761904762
[<Product: Product Asin = B000VKTUE6>, 1368316800, 5],[<Product: Product Asin = B000B8JUNY>, 1369008000, 4],0.3047619047619048
[<Product: Product Asin = B000VKTUJQ>, 1381276800, 5],[<Product: Product Asin = B000VKTULY>, 1381276800, 5],0.7333333333333333
[<Product: Product Asin = B000VKTULY>, 1381276800, 5],[<Product: Product Asin = B000VKTUJQ>, 1381276800, 5],0.7333333333333333
[<Product: Product Asin = B000WN5F96>, 1378339200, 5],[<Product: Product Asin = B000N9VF6Q>, 1394150400, 5],0.9333333333333333
[<Product: Product Asin = B000XECJES>, 1385337600, 3],[<Product: Product Asin = B009FUF6DM>, 1385337600, 3],0.8952380952380953
[<Product: Product Asin = B000XECJES>, 1364515200, 5],[<Product: Product Asin = B003WGMHUK>, 1364515200, 5],0.9047619047619048
[<Product: Product Asin = B000Z0HVHA>, 1371427200, 4],[<Product: Product Asin = B00065L2D8>, 1371427200, 5],0.780952380952381
[<Product: Product Asin = B0010DY4J4>, 1368403200, 5],[<Product: Product Asin = B003CG9PIC>, 1368403200, 5],0.580952380952381
[<Product: Product Asin = B0012ZEZ8A>, 1386547200, 4],[<Product: Product Asin = B001GJ3EJS>, 1392508800, 4],0.4
[<Product: Product Asin = B0012ZEZ8A>, 1386547200, 4],[<Product: Product Asin = B004HCM9H4>, 1390176000, 4],0.3619047619047619
[<Product: Product Asin = B0013935FY>, 1405209600, 5],[<Product: Product Asin = B000Q3OTQC>, 1405209600, 5],0.8952380952380953
[<Product: Product Asin = B0013935FY>, 1405209600, 5],[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],0.6095238095238096
[<Product: Product Asin = B0013935FY>, 1405209600, 5],[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],0.5904761904761905
[<Product: Product Asin = B0013935FY>, 1405209600, 5],[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],0.5333333333333333
[<Product: Product Asin = B0013REXSO>, 1387324800, 5],[<Product: Product Asin = B001AWU6KQ>, 1387324800, 5],0.580952380952381
[<Product: Product Asin = B0013RGQQQ>, 1369526400, 5],[<Product: Product Asin = B0041DZ48K>, 1369526400, 5],0.5047619047619047
[<Product: Product Asin = B0013RGQQQ>, 1369526400, 5],[<Product: Product Asin = B001FAM322>, 1369526400, 5],0.42857142857142855
[<Product: Product Asin = B0014Y82UQ>, 1368576000, 3],[<Product: Product Asin = B004QQLR4M>, 1367884800, 1],0.819047619047619
[<Product: Product Asin = B0014Y82UQ>, 1366588800, 5],[<Product: Product Asin = B004QQLR4M>, 1366588800, 5],0.8571428571428571
[<Product: Product Asin = B0014Y82UQ>, 1398384000, 5],[<Product: Product Asin = B007TG7HFO>, 1398384000, 5],0.45714285714285713
[<Product: Product Asin = B0014Y82UQ>, 1368057600, 5],[<Product: Product Asin = B004QQLR4M>, 1368057600, 5],1.0
[<Product: Product Asin = B0014Y82UQ>, 1368576000, 3],[<Product: Product Asin = B004QQLR4M>, 1368576000, 4],0.7904761904761904
[<Product: Product Asin = B0014Y82UQ>, 1367280000, 3],[<Product: Product Asin = B004QQLR4M>, 1367280000, 3],0.6857142857142857
[<Product: Product Asin = B0014Y82UQ>, 1367539200, 5],[<Product: Product Asin = B004QQLR4M>, 1367366400, 5],0.3523809523809524
[<Product: Product Asin = B0014Y82UQ>, 1366848000, 4],[<Product: Product Asin = B008FYKOX6>, 1357603200, 5],0.5238095238095238
[<Product: Product Asin = B0014Y82UQ>, 1366848000, 4],[<Product: Product Asin = B005JU5UX8>, 1328227200, 5],0.3333333333333333
[<Product: Product Asin = B0014Y82UQ>, 1366848000, 4],[<Product: Product Asin = B005JU5VUK>, 1328227200, 5],0.3333333333333333
[<Product: Product Asin = B0014Y82UQ>, 1367107200, 5],[<Product: Product Asin = B004QQLR4M>, 1367107200, 5],0.9523809523809523
[<Product: Product Asin = B0014Y82UQ>, 1367107200, 5],[<Product: Product Asin = B008FYKOX6>, 1357516800, 5],0.6190476190476191
[<Product: Product Asin = B0014Y82UQ>, 1367107200, 5],[<Product: Product Asin = B007TG7HFO>, 1348790400, 5],0.5619047619047619
[<Product: Product Asin = B0014Y82UQ>, 1367539200, 4],[<Product: Product Asin = B004QQLR4M>, 1367539200, 4],0.7047619047619048
[<Product: Product Asin = B0014Y82UQ>, 1367193600, 4],[<Product: Product Asin = B007TG7HFO>, 1353024000, 5],0.3904761904761905
[<Product: Product Asin = B0014Y82UQ>, 1367280000, 5],[<Product: Product Asin = B004QQLR4M>, 1367971200, 4],0.7333333333333333
[<Product: Product Asin = B0014Y82UQ>, 1369699200, 5],[<Product: Product Asin = B004QQLR4M>, 1369699200, 5],0.8095238095238095
[<Product: Product Asin = B0014Y82UQ>, 1367452800, 3],[<Product: Product Asin = B007TG7HFO>, 1356566400, 4],0.3238095238095238
[<Product: Product Asin = B0014Y82UQ>, 1368403200, 4],[<Product: Product Asin = B004QQLR4M>, 1368403200, 4],0.6476190476190476
[<Product: Product Asin = B00155237W>, 1365984000, 5],[<Product: Product Asin = B002XOXSI2>, 1365984000, 5],0.819047619047619
[<Product: Product Asin = B00155237W>, 1365984000, 5],[<Product: Product Asin = B00063X7KG>, 1365984000, 5],0.8095238095238095
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B00008BKX5>, 1313020800, 5],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B0002JJU1Y>, 1404000000, 4],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B0002KRABU>, 1404000000, 2],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B0006IX7TW>, 1369180800, 4],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B000EJS9IM>, 1292889600, 4],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B000JK2D06>, 1380067200, 5],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],1.0
[<Product: Product Asin = B0015KROXU>, 1309046400, 2],[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B00008BKX5>, 1313020800, 5],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B0002JJU1Y>, 1404000000, 4],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B0002KRABU>, 1404000000, 2],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B0006IX7TW>, 1369180800, 4],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B000EJS9IM>, 1292889600, 4],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B000JK2D06>, 1380067200, 5],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B0015KROXU>, 1309046400, 2],1.0
[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],1.0
[<Product: Product Asin = B0017K69MA>, 1254614400, 5],[<Product: Product Asin = B0007OWD2M>, 1254614400, 4],0.8285714285714286
[<Product: Product Asin = B00192JF9U>, 1374278400, 5],[<Product: Product Asin = B00192JFI6>, 1374278400, 5],0.3238095238095238
[<Product: Product Asin = B00192JFBI>, 1382918400, 4],[<Product: Product Asin = B0024E6UE0>, 1382918400, 4],0.41904761904761906
[<Product: Product Asin = B00192JFI6>, 1374278400, 5],[<Product: Product Asin = B00192JF9U>, 1374278400, 5],0.3238095238095238
[<Product: Product Asin = B001AWU6KQ>, 1387324800, 5],[<Product: Product Asin = B0013REXSO>, 1387324800, 5],0.580952380952381
[<Product: Product Asin = B001CF1A6U>, 1402358400, 4],[<Product: Product Asin = B001CF1A7O>, 1402358400, 4],0.4
[<Product: Product Asin = B001CF1A6U>, 1389830400, 3],[<Product: Product Asin = B003CG9PIC>, 1389830400, 3],0.6952380952380952
[<Product: Product Asin = B001CF1A7O>, 1402358400, 4],[<Product: Product Asin = B001CF1A6U>, 1402358400, 4],0.4
[<Product: Product Asin = B001D9E41I>, 1341619200, 1],[<Product: Product Asin = B0024E6QOO>, 1341619200, 1],0.6666666666666666
[<Product: Product Asin = B001D9E41I>, 1398729600, 3],[<Product: Product Asin = B0031P6AIW>, 1398729600, 3],0.45714285714285713
[<Product: Product Asin = B001EOV492>, 1379116800, 5],[<Product: Product Asin = B004B61B34>, 1379116800, 5],0.6761904761904762
[<Product: Product Asin = B001FAM322>, 1369526400, 5],[<Product: Product Asin = B0041DZ48K>, 1369526400, 5],0.7142857142857143
[<Product: Product Asin = B001FAM322>, 1369526400, 5],[<Product: Product Asin = B0013RGQQQ>, 1369526400, 5],0.42857142857142855
[<Product: Product Asin = B001GH1PUU>, 1336521600, 5],[<Product: Product Asin = B001GH5PWY>, 1336521600, 5],0.5333333333333333
[<Product: Product Asin = B001GH5PWY>, 1336521600, 5],[<Product: Product Asin = B001GH1PUU>, 1336521600, 5],0.5333333333333333
[<Product: Product Asin = B001GJ3DZS>, 1364515200, 5],[<Product: Product Asin = B001GJ3E2K>, 1364515200, 4],0.7714285714285715
[<Product: Product Asin = B001GJ3E2K>, 1364515200, 4],[<Product: Product Asin = B001GJ3DZS>, 1364515200, 5],0.7714285714285715
[<Product: Product Asin = B001GJ3E8Y>, 1310169600, 4],[<Product: Product Asin = B001GJ3EJS>, 1310169600, 4],0.7619047619047619
[<Product: Product Asin = B001GJ3EJS>, 1310169600, 4],[<Product: Product Asin = B001GJ3E8Y>, 1310169600, 4],0.7619047619047619
[<Product: Product Asin = B001GJ3EJS>, 1392508800, 4],[<Product: Product Asin = B0012ZEZ8A>, 1386547200, 4],0.4
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B00008BKX5>, 1313020800, 5],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B0002JJU1Y>, 1404000000, 4],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B0002KRABU>, 1404000000, 2],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B0006IX7TW>, 1369180800, 4],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B000EJS9IM>, 1292889600, 4],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B000JK2D06>, 1380067200, 5],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B0015KROXU>, 1309046400, 2],1.0
[<Product: Product Asin = B001KS2PXQ>, 1350518400, 4],[<Product: Product Asin = B0015YBYCS>, 1405209600, 4],1.0
[<Product: Product Asin = B001KS6FPK>, 1396915200, 5],[<Product: Product Asin = B007TG7HFO>, 1353024000, 5],0.6952380952380952
[<Product: Product Asin = B001LHVOVK>, 1242864000, 5],[<Product: Product Asin = B00A66OAKE>, 1393545600, 5],0.5714285714285714
[<Product: Product Asin = B001LHVOVK>, 1294963200, 5],[<Product: Product Asin = B005WGR22Q>, 1375833600, 5],0.9238095238095239
[<Product: Product Asin = B001LHVOVK>, 1375660800, 2],[<Product: Product Asin = B007JSGR9Y>, 1375315200, 2],0.8952380952380953
[<Product: Product Asin = B001O7PNNM>, 1379376000, 5],[<Product: Product Asin = B0002UQATS>, 1379376000, 5],0.6571428571428571
[<Product: Product Asin = B001O7PNS2>, 1391212800, 5],[<Product: Product Asin = B0009IQXXG>, 1391212800, 5],0.34285714285714286
[<Product: Product Asin = B001O7PNW8>, 1335052800, 5],[<Product: Product Asin = B001O7PNXC>, 1335052800, 5],0.9047619047619048
[<Product: Product Asin = B001O7PNW8>, 1335052800, 5],[<Product: Product Asin = B0002UQAXY>, 1335052800, 5],0.5047619047619047
[<Product: Product Asin = B001O7PNXC>, 1362873600, 4],[<Product: Product Asin = B0002UQAY8>, 1362873600, 4],0.4666666666666667
[<Product: Product Asin = B001O7PNXC>, 1335052800, 5],[<Product: Product Asin = B001O7PNW8>, 1335052800, 5],0.9047619047619048
[<Product: Product Asin = B001O7PNXC>, 1335052800, 5],[<Product: Product Asin = B0002UQAXY>, 1335052800, 5],0.49523809523809526
[<Product: Product Asin = B001Q8DMA0>, 1388880000, 4],[<Product: Product Asin = B00A8MZ2ZS>, 1386806400, 4],0.3238095238095238
[<Product: Product Asin = B001TJ1EJC>, 1393200000, 4],[<Product: Product Asin = B007B86Z94>, 1391040000, 5],0.3238095238095238
[<Product: Product Asin = B001TKWRHO>, 1397347200, 5],[<Product: Product Asin = B002J7VWWC>, 1397347200, 5],0.4666666666666667
[<Product: Product Asin = B001TKWRHO>, 1397347200, 5],[<Product: Product Asin = B0036VTNGC>, 1397347200, 5],0.44761904761904764
[<Product: Product Asin = B001TKWRHO>, 1388361600, 5],[<Product: Product Asin = B0036VTNGC>, 1388361600, 5],0.3333333333333333
[<Product: Product Asin = B001TKWRHO>, 1343001600, 5],[<Product: Product Asin = B0036VTNGC>, 1343001600, 5],0.5333333333333333
[<Product: Product Asin = B001TKWRHO>, 1389225600, 4],[<Product: Product Asin = B0036VTNGC>, 1389225600, 4],0.7904761904761904
[<Product: Product Asin = B001TKWRHO>, 1355702400, 5],[<Product: Product Asin = B0002VAZA2>, 1355702400, 5],0.8380952380952381
[<Product: Product Asin = B001TKWRHO>, 1355702400, 5],[<Product: Product Asin = B0002UQAXY>, 1355702400, 5],0.8
[<Product: Product Asin = B001UJB8T2>, 1387152000, 4],[<Product: Product Asin = B003U7ZY9M>, 1386806400, 4],0.3523809523809524
[<Product: Product Asin = B001UJB8T2>, 1387152000, 4],[<Product: Product Asin = B0031B4YU2>, 1388275200, 4],0.3142857142857143
[<Product: Product Asin = B001VILJ8C>, 1381363200, 4],[<Product: Product Asin = B00B2A271M>, 1381363200, 5],0.44761904761904764
[<Product: Product Asin = B001VMNHX8>, 1385510400, 4],[<Product: Product Asin = B000CIJ308>, 1344384000, 5],0.3904761904761905
[<Product: Product Asin = B0020T17J2>, 1370649600, 5],[<Product: Product Asin = B000GZPH2U>, 1370649600, 5],0.4095238095238095
[<Product: Product Asin = B0020T17J2>, 1370649600, 5],[<Product: Product Asin = B000FW2MWW>, 1370649600, 5],0.38095238095238093
[<Product: Product Asin = B0024E6QOO>, 1341619200, 1],[<Product: Product Asin = B001D9E41I>, 1341619200, 1],0.6666666666666666
[<Product: Product Asin = B0024E6UE0>, 1382918400, 4],[<Product: Product Asin = B00192JFBI>, 1382918400, 4],0.41904761904761906
[<Product: Product Asin = B0028PJ10K>, 1393632000, 5],[<Product: Product Asin = B000UOBIZC>, 1393632000, 5],0.6761904761904762
[<Product: Product Asin = B002BC4N5I>, 1379030400, 5],[<Product: Product Asin = B002L2CFR6>, 1379030400, 5],0.7714285714285715
[<Product: Product Asin = B002BC4N5I>, 1379030400, 5],[<Product: Product Asin = B002LNI8GW>, 1379030400, 5],0.3333333333333333
[<Product: Product Asin = B002BN5ZT0>, 1371600000, 5],[<Product: Product Asin = B007BSG760>, 1371600000, 4],0.6
[<Product: Product Asin = B002BN5ZT0>, 1354838400, 4],[<Product: Product Asin = B008XB9BJY>, 1354838400, 5],0.5904761904761905
[<Product: Product Asin = B002DU3TTO>, 1399680000, 5],[<Product: Product Asin = B000CIPHUI>, 1399680000, 5],0.49523809523809526
[<Product: Product Asin = B002DU3TTO>, 1399680000, 5],[<Product: Product Asin = B000FW2MWW>, 1399680000, 5],0.44761904761904764
[<Product: Product Asin = B002DU3TTO>, 1393027200, 5],[<Product: Product Asin = B000FW2MWW>, 1393027200, 5],0.6857142857142857
[<Product: Product Asin = B002DZT772>, 1386806400, 5],[<Product: Product Asin = B003POL69C>, 1386806400, 5],0.44761904761904764
[<Product: Product Asin = B002EBSLA4>, 1382918400, 5],[<Product: Product Asin = B000BZIFV0>, 1382918400, 5],0.9428571428571428
[<Product: Product Asin = B002J7VWWC>, 1397347200, 5],[<Product: Product Asin = B0036VTNGC>, 1397347200, 5],0.9142857142857143
[<Product: Product Asin = B002J7VWWC>, 1397347200, 5],[<Product: Product Asin = B001TKWRHO>, 1397347200, 5],0.4666666666666667
[<Product: Product Asin = B002J7VWWC>, 1340496000, 5],[<Product: Product Asin = B0036VTNGC>, 1340496000, 5],0.9809523809523809
[<Product: Product Asin = B002J7VWWC>, 1398988800, 5],[<Product: Product Asin = B0036VTNGC>, 1398988800, 5],0.7714285714285715
[<Product: Product Asin = B002J7VX4Y>, 1369699200, 5],[<Product: Product Asin = B00435TVD0>, 1369699200, 5],0.9333333333333333
[<Product: Product Asin = B002L2CFR6>, 1379030400, 5],[<Product: Product Asin = B002BC4N5I>, 1379030400, 5],0.7714285714285715
[<Product: Product Asin = B002LNI8GW>, 1385164800, 4],[<Product: Product Asin = B0009IQZH0>, 1386806400, 4],0.3047619047619048
[<Product: Product Asin = B002LNI8GW>, 1379030400, 5],[<Product: Product Asin = B002BC4N5I>, 1379030400, 5],0.3333333333333333
[<Product: Product Asin = B002OUIXU8>, 1377734400, 5],[<Product: Product Asin = B002XLHUQG>, 1377734400, 5],0.5904761904761905
[<Product: Product Asin = B002OUMVWY>, 1384041600, 5],[<Product: Product Asin = B00F5LWJBC>, 1382572800, 5],0.3619047619047619
[<Product: Product Asin = B002XLHUQG>, 1377734400, 5],[<Product: Product Asin = B002OUIXU8>, 1377734400, 5],0.5904761904761905
[<Product: Product Asin = B002XOXSI2>, 1365984000, 5],[<Product: Product Asin = B00063X7KG>, 1365984000, 5],0.8380952380952381
[<Product: Product Asin = B002XOXSI2>, 1365984000, 5],[<Product: Product Asin = B00155237W>, 1365984000, 5],0.819047619047619
[<Product: Product Asin = B002ZBWKDC>, 1392940800, 1],[<Product: Product Asin = B000C11PYW>, 1392940800, 1],0.8761904761904762
[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],[<Product: Product Asin = B0013935FY>, 1405209600, 5],0.5333333333333333
[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],[<Product: Product Asin = B000Q3OTQC>, 1405209600, 5],0.5142857142857142
[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],0.44761904761904764
[<Product: Product Asin = B002ZTGLCK>, 1405209600, 5],[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],0.41904761904761906
[<Product: Product Asin = B0031B4YU2>, 1388275200, 4],[<Product: Product Asin = B001UJB8T2>, 1387152000, 4],0.3142857142857143
[<Product: Product Asin = B0031B4YU2>, 1388275200, 4],[<Product: Product Asin = B003U7ZY9M>, 1386806400, 4],0.3047619047619048
[<Product: Product Asin = B0031P6AIW>, 1398729600, 3],[<Product: Product Asin = B001D9E41I>, 1398729600, 3],0.45714285714285713
[<Product: Product Asin = B0034KH22M>, 1283731200, 4],[<Product: Product Asin = B0034KH26I>, 1283731200, 4],0.9238095238095239
[<Product: Product Asin = B0034KH22M>, 1283126400, 3],[<Product: Product Asin = B0034KH2K4>, 1283126400, 3],0.5142857142857142
[<Product: Product Asin = B0034KH26I>, 1283731200, 4],[<Product: Product Asin = B0034KH22M>, 1283731200, 4],0.9238095238095239
[<Product: Product Asin = B0034KH26I>, 1284508800, 5],[<Product: Product Asin = B0034KH2DG>, 1284508800, 5],0.8761904761904762
[<Product: Product Asin = B0034KH26I>, 1284595200, 5],[<Product: Product Asin = B0034KH2IQ>, 1284595200, 5],0.6476190476190476
[<Product: Product Asin = B0034KH26I>, 1289952000, 5],[<Product: Product Asin = B0034KH2F4>, 1283126400, 4],0.8952380952380953
[<Product: Product Asin = B0034KH26I>, 1289952000, 5],[<Product: Product Asin = B0034KH29U>, 1283126400, 4],0.8380952380952381
[<Product: Product Asin = B0034KH29U>, 1284249600, 5],[<Product: Product Asin = B0034KH2DG>, 1284249600, 3],0.9238095238095239
[<Product: Product Asin = B0034KH29U>, 1283126400, 4],[<Product: Product Asin = B0034KH2F4>, 1283126400, 4],0.9238095238095239
[<Product: Product Asin = B0034KH29U>, 1283126400, 4],[<Product: Product Asin = B0034KH26I>, 1289952000, 5],0.8380952380952381
[<Product: Product Asin = B0034KH29U>, 1283126400, 5],[<Product: Product Asin = B0034KH2F4>, 1283126400, 5],1.0
[<Product: Product Asin = B0034KH29U>, 1286323200, 5],[<Product: Product Asin = B0034KH2F4>, 1286323200, 5],1.0
[<Product: Product Asin = B0034KH2DG>, 1284249600, 3],[<Product: Product Asin = B0034KH29U>, 1284249600, 5],0.9238095238095239
[<Product: Product Asin = B0034KH2DG>, 1284508800, 5],[<Product: Product Asin = B0034KH26I>, 1284508800, 5],0.8761904761904762
[<Product: Product Asin = B0034KH2F4>, 1285718400, 4],[<Product: Product Asin = B0034KH2K4>, 1283040000, 4],0.8857142857142857
[<Product: Product Asin = B0034KH2F4>, 1283126400, 4],[<Product: Product Asin = B0034KH29U>, 1283126400, 4],0.9238095238095239
[<Product: Product Asin = B0034KH2F4>, 1283126400, 4],[<Product: Product Asin = B0034KH26I>, 1289952000, 5],0.8952380952380953
[<Product: Product Asin = B0034KH2F4>, 1283126400, 5],[<Product: Product Asin = B0034KH29U>, 1283126400, 5],1.0
[<Product: Product Asin = B0034KH2F4>, 1283212800, 4],[<Product: Product Asin = B0034KH2IQ>, 1283212800, 4],0.5428571428571428
[<Product: Product Asin = B0034KH2F4>, 1286323200, 5],[<Product: Product Asin = B0034KH29U>, 1286323200, 5],1.0
[<Product: Product Asin = B0034KH2F4>, 1284422400, 5],[<Product: Product Asin = B0034KH2IQ>, 1284422400, 5],0.9809523809523809
[<Product: Product Asin = B0034KH2IQ>, 1284595200, 5],[<Product: Product Asin = B0034KH26I>, 1284595200, 5],0.6476190476190476
[<Product: Product Asin = B0034KH2IQ>, 1283212800, 4],[<Product: Product Asin = B0034KH2F4>, 1283212800, 4],0.5428571428571428
[<Product: Product Asin = B0034KH2IQ>, 1284422400, 5],[<Product: Product Asin = B0034KH2F4>, 1284422400, 5],0.9809523809523809
[<Product: Product Asin = B0034KH2K4>, 1283126400, 3],[<Product: Product Asin = B0034KH22M>, 1283126400, 3],0.5142857142857142
[<Product: Product Asin = B0034KH2K4>, 1283040000, 4],[<Product: Product Asin = B0034KH2F4>, 1285718400, 4],0.8857142857142857
[<Product: Product Asin = B0036ULEV0>, 1354060800, 2],[<Product: Product Asin = B0002SRL20>, 1354060800, 4],0.3047619047619048
[<Product: Product Asin = B0036VTNGC>, 1397347200, 5],[<Product: Product Asin = B002J7VWWC>, 1397347200, 5],0.9142857142857143
[<Product: Product Asin = B0036VTNGC>, 1397347200, 5],[<Product: Product Asin = B001TKWRHO>, 1397347200, 5],0.44761904761904764
[<Product: Product Asin = B0036VTNGC>, 1388361600, 5],[<Product: Product Asin = B001TKWRHO>, 1388361600, 5],0.3333333333333333
[<Product: Product Asin = B0036VTNGC>, 1340496000, 5],[<Product: Product Asin = B002J7VWWC>, 1340496000, 5],0.9809523809523809
[<Product: Product Asin = B0036VTNGC>, 1398988800, 5],[<Product: Product Asin = B002J7VWWC>, 1398988800, 5],0.7714285714285715
[<Product: Product Asin = B0036VTNGC>, 1343001600, 5],[<Product: Product Asin = B001TKWRHO>, 1343001600, 5],0.5333333333333333
[<Product: Product Asin = B0036VTNGC>, 1389225600, 4],[<Product: Product Asin = B001TKWRHO>, 1389225600, 4],0.7904761904761904
[<Product: Product Asin = B003BZD08U>, 1360627200, 5],[<Product: Product Asin = B000NCS7GE>, 1360627200, 5],0.638095238095238
[<Product: Product Asin = B003CG9PIC>, 1385942400, 5],[<Product: Product Asin = B000CODGYQ>, 1385942400, 5],0.8
[<Product: Product Asin = B003CG9PIC>, 1389830400, 3],[<Product: Product Asin = B001CF1A6U>, 1389830400, 3],0.6952380952380952
[<Product: Product Asin = B003CG9PIC>, 1368403200, 5],[<Product: Product Asin = B0010DY4J4>, 1368403200, 5],0.580952380952381
[<Product: Product Asin = B003IS3HV0>, 1299542400, 5],[<Product: Product Asin = B003L2ZVRG>, 1298851200, 5],0.7523809523809524
[<Product: Product Asin = B003L2ZQGW>, 1363478400, 5],[<Product: Product Asin = B003L31RHI>, 1388534400, 5],0.5047619047619047
[<Product: Product Asin = B003L2ZVRG>, 1298851200, 5],[<Product: Product Asin = B003IS3HV0>, 1299542400, 5],0.7523809523809524
[<Product: Product Asin = B003L31RHI>, 1388534400, 5],[<Product: Product Asin = B003L2ZQGW>, 1363478400, 5],0.5047619047619047
[<Product: Product Asin = B003OAES8I>, 1370476800, 5],[<Product: Product Asin = B004HP2J0S>, 1370476800, 5],0.8952380952380953
[<Product: Product Asin = B003OAES8I>, 1370476800, 5],[<Product: Product Asin = B005NXMFW0>, 1370476800, 5],0.4857142857142857
[<Product: Product Asin = B003OAES8I>, 1370217600, 5],[<Product: Product Asin = B004HP2J0S>, 1370217600, 5],0.8476190476190476
[<Product: Product Asin = B003POL69C>, 1386806400, 5],[<Product: Product Asin = B002DZT772>, 1386806400, 5],0.44761904761904764
[<Product: Product Asin = B003POLA84>, 1343433600, 4],[<Product: Product Asin = B003V3PZOY>, 1343001600, 4],0.8857142857142857
[<Product: Product Asin = B003U7ZY9M>, 1386806400, 4],[<Product: Product Asin = B0009IQZH0>, 1386806400, 4],0.3904761904761905
[<Product: Product Asin = B003U7ZY9M>, 1386806400, 4],[<Product: Product Asin = B001UJB8T2>, 1387152000, 4],0.3523809523809524
[<Product: Product Asin = B003U7ZY9M>, 1386806400, 4],[<Product: Product Asin = B0031B4YU2>, 1388275200, 4],0.3047619047619048
[<Product: Product Asin = B003V3PZOY>, 1343001600, 4],[<Product: Product Asin = B003POLA84>, 1343433600, 4],0.8857142857142857
[<Product: Product Asin = B003V3PZOY>, 1350518400, 5],[<Product: Product Asin = B004UQR08K>, 1350518400, 5],0.5333333333333333
[<Product: Product Asin = B003V3RVWI>, 1379030400, 5],[<Product: Product Asin = B003V3V61K>, 1379030400, 5],0.47619047619047616
[<Product: Product Asin = B003V3V61K>, 1379030400, 5],[<Product: Product Asin = B003V3RVWI>, 1379030400, 5],0.47619047619047616
[<Product: Product Asin = B003WGMHUK>, 1364515200, 5],[<Product: Product Asin = B000XECJES>, 1364515200, 5],0.9047619047619048
[<Product: Product Asin = B003YCGKA0>, 1385078400, 4],[<Product: Product Asin = B00A8MZ910>, 1385078400, 4],0.44761904761904764
[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],[<Product: Product Asin = B0013935FY>, 1405209600, 5],0.5904761904761905
[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],[<Product: Product Asin = B000Q3OTQC>, 1405209600, 5],0.5523809523809524
[<Product: Product Asin = B003YMBO2E>, 1405209600, 5],[<Product: Product Asin = B00DBH8W4K>, 1405209600, 5],0.5238095238095238
